"""rowid"" ""WY"" ""source"" ""system.index"" ""image_date"" ""mean"" ""median"" ""std"" ""variance"" ""date"" ""meadow"" ""DOY"" ""DOWY"" ""WYTYPE"""
"10486 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031211"" 1220031211 1071100800000 NA NA NA NA ""20031211"" ""Carter"" 345 71 ""BN"""
"10487 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040218"" 1120040218 1077062400000 0.801336840205236 0.805598318576813 0.021422305363738 0.00045891516709724 ""20040218"" ""Cow"" 49 141 ""BN"""
"10488 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040226"" 1120040226 1077753600000 NA NA NA NA ""20040226"" ""Cow"" 57 149 ""BN"""
"10489 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040305"" 1120040305 1078444800000 0.878796652369543 0.883061289787292 0.0428914445696263 0.00183967601726933 ""20040305"" ""Cow"" 65 157 ""BN"""
"10490 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040625"" 1120040625 1088121600000 0.312067778558906 0.312246054410934 0.0403880413902364 0.00163119388733945 ""20040625"" ""Cow"" 177 269 ""BN"""
"10491 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040703"" 1120040703 1088812800000 0.160739256701338 0.162624772638083 0.0379056785143457 0.00143684046363293 ""20040703"" ""Cow"" 185 277 ""BN"""
"10492 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040109"" 1220040109 1073606400000 0.816958010196686 0.831037074327469 0.0554134125869556 0.00307064629453217 ""20040109"" ""Cow"" 9 101 ""BN"""
"10493 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040117"" 1220040117 1074297600000 0.859258346259594 0.880462169647217 0.0729827826974865 0.00532648657026854 ""20040117"" ""Cow"" 17 109 ""BN"""
"10494 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040125"" 1220040125 1074988800000 NA NA NA NA ""20040125"" ""Cow"" 25 117 ""BN"""
"10495 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040617"" 1120040617 1087430400000 0.110745719355894 0.105737288707289 0.152009823500054 0.0231069864405174 ""20040617"" ""VanNorden"" 169 261 ""BN"""
"10496 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040625"" 1120040625 1088121600000 0.106964396802464 0.149715713125009 0.291343271892757 0.0848809020771771 ""20040625"" ""VanNorden"" 177 269 ""BN"""
"10497 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031008"" 1120031008 1065571200000 0.249439109902863 0.258715808391571 0.0638905176474231 0.00408199824525568 ""20031008"" ""Cow"" 281 7 ""BN"""
"10498 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040921"" 1120040921 1095724800000 NA NA NA NA ""20040921"" ""Carter"" 265 357 ""BN"""
"10499 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040929"" 1120040929 1.096416e+12 0.332855043222141 0.356751183668772 0.20503914691352 0.0420410517670242 ""20040929"" ""Carter"" 273 365 ""BN"""
"10500 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031203"" 1220031203 1070409600000 0.451283816248178 0.451176762580872 0.0107981848853834 0.000116600796818922 ""20031203"" ""Cow"" 337 63 ""BN"""
"10501 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040406"" 1220040406 1081209600000 NA NA NA NA ""20040406"" ""Carter"" 97 189 ""BN"""
"10502 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040617"" 1120040617 1087430400000 0.293304782531677 0.295800104737282 0.0464245581913241 0.00215523960325964 ""20040617"" ""Cow"" 169 261 ""BN"""
"10503 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040406"" 1220040406 1081209600000 0.812274297078451 0.805259555578232 0.0398806288593536 0.0015904645582175 ""20040406"" ""Cow"" 97 189 ""BN"""
"10504 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040414"" 1220040414 1081900800000 0.17343684910117 0.166642248630524 0.0158667196974545 0.000251752793957592 ""20040414"" ""Cow"" 105 197 ""BN"""
"10505 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031211"" 1120031211 1071100800000 0.766549603107872 0.778246748447418 0.0440500369574266 0.00194040575595065 ""20031211"" ""Cow"" 345 71 ""BN"""
"10506 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040406"" 1120040406 1081209600000 0.81865991451847 0.823714011907578 0.0671474420191461 0.00450877896971459 ""20040406"" ""Carter"" 97 189 ""BN"""
"10507 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040414"" 1120040414 1081900800000 NA NA NA NA ""20040414"" ""Carter"" 105 197 ""BN"""
"10508 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040422"" 1120040422 1.082592e+12 0.519034151933086 0.523601174354553 0.038854786173272 0.00150969440857069 ""20040422"" ""Carter"" 113 205 ""BN"""
"10509 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040430"" 1120040430 1083283200000 NA NA NA NA ""20040430"" ""Carter"" 121 213 ""BN"""
"10510 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040508"" 1120040508 1083974400000 0.0520489781750922 0.0763446372002363 0.133775937590782 0.0178960014782929 ""20040508"" ""Carter"" 129 221 ""BN"""
"10511 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040516"" 1120040516 1084665600000 NA NA NA NA ""20040516"" ""Carter"" 137 229 ""BN"""
"10512 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040524"" 1120040524 1085356800000 0.0934401645929789 0.114206427708268 0.0937750048089482 0.00879375152691826 ""20040524"" ""Carter"" 145 237 ""BN"""
"10513 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040601"" 1120040601 1.086048e+12 NA NA NA NA ""20040601"" ""Carter"" 153 245 ""BN"""
"10514 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040609"" 1120040609 1086739200000 0.302254289722265 0.309700588385264 0.0617636448839079 0.00381474782934548 ""20040609"" ""Carter"" 161 253 ""BN"""
"10515 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040617"" 1120040617 1087430400000 NA NA NA NA ""20040617"" ""Carter"" 169 261 ""BN"""
"10516 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040625"" 1120040625 1088121600000 0.323457072808671 0.326883008082708 0.0485640334234615 0.00235846534235509 ""20040625"" ""Carter"" 177 269 ""BN"""
"10517 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040703"" 1120040703 1088812800000 NA NA NA NA ""20040703"" ""Carter"" 185 277 ""BN"""
"10518 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040711"" 1120040711 1.089504e+12 0.361144715947891 0.366033382713795 0.0451926382013269 0.00204237454759603 ""20040711"" ""Carter"" 193 285 ""BN"""
"10519 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040719"" 1120040719 1090195200000 NA NA NA NA ""20040719"" ""Carter"" 201 293 ""BN"""
"10520 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040727"" 1120040727 1090886400000 0.35251498878447 0.361871391534805 0.0533031960404827 0.00284123070813013 ""20040727"" ""Carter"" 209 301 ""BN"""
"10521 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040804"" 1120040804 1091577600000 NA NA NA NA ""20040804"" ""Carter"" 217 309 ""BN"""
"10522 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031008"" 1220031008 1065571200000 0.286935789510608 0.307273864746094 0.069670468348214 0.00485397415985949 ""20031008"" ""Cow"" 281 7 ""BN"""
"10523 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031016"" 1220031016 1066262400000 0.309015298108442 0.312659233808517 0.0146458119373025 0.000214499807302831 ""20031016"" ""Cow"" 289 15 ""BN"""
"10524 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031024"" 1220031024 1066953600000 0.213319576717913 0.178762689232826 0.0851029714288608 0.0072425157460215 ""20031024"" ""Cow"" 297 23 ""BN"""
"10525 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040321"" 1120040321 1079827200000 NA NA NA NA ""20040321"" ""VanNorden"" 81 173 ""BN"""
"10526 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040329"" 1120040329 1080518400000 0.928019402953277 0.938298407438639 0.0338482703991288 0.00114570540901254 ""20040329"" ""VanNorden"" 89 181 ""BN"""
"10527 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040406"" 1120040406 1081209600000 0.853126983834297 0.926359531460885 0.343969197014238 0.11831480849462 ""20040406"" ""VanNorden"" 97 189 ""BN"""
"10528 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040414"" 1120040414 1081900800000 0.262006363421387 0.250340223312378 0.0408611062192887 0.001669630001464 ""20040414"" ""VanNorden"" 105 197 ""BN"""
"10529 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040422"" 1120040422 1.082592e+12 0.812991333086655 0.918116508089766 0.402588633636027 0.162077607932923 ""20040422"" ""VanNorden"" 113 205 ""BN"""
"10530 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031008"" 1120031008 1065571200000 -0.115195394559831 -0.138290041312575 0.108163850151922 0.0116994184796874 ""20031008"" ""Childs"" 281 7 ""BN"""
"10531 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040508"" 1120040508 1083974400000 0.198627179011917 0.134833031467029 0.352086220436809 0.123964706621477 ""20040508"" ""VanNorden"" 129 221 ""BN"""
"10532 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040516"" 1120040516 1084665600000 -0.00914293988028168 -0.0430469965982822 0.212745394291228 0.0452606027921299 ""20040516"" ""VanNorden"" 137 229 ""BN"""
"10533 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040524"" 1120040524 1085356800000 0.12264241644699 0.136416767119316 0.157999764642237 0.0249639256270022 ""20040524"" ""VanNorden"" 145 237 ""BN"""
"10534 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040601"" 1120040601 1.086048e+12 0.22107166586965 0.218898761103738 0.0430819376635516 0.00185605335284615 ""20040601"" ""VanNorden"" 153 245 ""BN"""
"10535 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040609"" 1120040609 1086739200000 0.0957409367359713 0.0987556654214859 0.221151434438983 0.0489079569544196 ""20040609"" ""VanNorden"" 161 253 ""BN"""
"10536 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031125"" 1120031125 1069718400000 NA NA NA NA ""20031125"" ""Childs"" 329 55 ""BN"""
"10537 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031203"" 1120031203 1070409600000 NA NA NA NA ""20031203"" ""Childs"" 337 63 ""BN"""
"10538 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040226"" 1220040226 1077753600000 0.669944924220704 0.674313902854919 0.0784570336093196 0.00615550612277391 ""20040226"" ""Cow"" 57 149 ""BN"""
"10539 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040305"" 1220040305 1078444800000 0.863507176333285 0.869191507498423 0.0368441285435333 0.0013574898081324 ""20040305"" ""Cow"" 65 157 ""BN"""
"10540 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040313"" 1220040313 1.079136e+12 0.84069906079441 0.851297080516815 0.0431727209200425 0.00186388383163987 ""20040313"" ""Cow"" 73 165 ""BN"""
"10541 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040321"" 1220040321 1079827200000 0.911235361130207 0.918796360492706 0.0438822631679314 0.00192565302073959 ""20040321"" ""Cow"" 81 173 ""BN"""
"10542 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040329"" 1220040329 1080518400000 0.234584514051676 0.23244009912014 0.0080939953084529 6.55127600532576e-05 ""20040329"" ""Cow"" 89 181 ""BN"""
"10543 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031125"" 1120031125 1069718400000 NA NA NA NA ""20031125"" ""Cow"" 329 55 ""BN"""
"10544 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031203"" 1120031203 1070409600000 0.779322219004325 0.783552795648575 0.035723900765057 0.00127619708587164 ""20031203"" ""Cow"" 337 63 ""BN"""
"10545 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040202"" 1120040202 1.07568e+12 NA NA NA NA ""20040202"" ""Childs"" 33 125 ""BN"""
"10546 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040210"" 1120040210 1076371200000 NA NA NA NA ""20040210"" ""Childs"" 41 133 ""BN"""
"10547 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040218"" 1120040218 1077062400000 0.921249322792688 0.927098130552392 0.0258285545679738 0.000667114231070801 ""20040218"" ""Childs"" 49 141 ""BN"""
"10548 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040226"" 1120040226 1077753600000 NA NA NA NA ""20040226"" ""Childs"" 57 149 ""BN"""
"10549 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040305"" 1120040305 1078444800000 0.913382645754145 0.92072661765038 0.0300312796197192 0.000901877755597761 ""20040305"" ""Childs"" 65 157 ""BN"""
"10550 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040313"" 1120040313 1.079136e+12 NA NA NA NA ""20040313"" ""Childs"" 73 165 ""BN"""
"10551 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040321"" 1120040321 1079827200000 0.839183883103702 0.865071322367742 0.0676057344711803 0.00457053533338774 ""20040321"" ""Childs"" 81 173 ""BN"""
"10552 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040329"" 1120040329 1080518400000 NA NA NA NA ""20040329"" ""Childs"" 89 181 ""BN"""
"10553 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040406"" 1120040406 1081209600000 0.688344827552618 0.769273802255973 0.235477426378793 0.0554496183339797 ""20040406"" ""Childs"" 97 189 ""BN"""
"10554 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040414"" 1120040414 1081900800000 NA NA NA NA ""20040414"" ""Childs"" 105 197 ""BN"""
"10555 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040422"" 1120040422 1.082592e+12 0.351778858853526 0.345819514989853 0.109486552737887 0.0119873052304262 ""20040422"" ""Childs"" 113 205 ""BN"""
"10556 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040430"" 1120040430 1083283200000 NA NA NA NA ""20040430"" ""Childs"" 121 213 ""BN"""
"10557 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040508"" 1120040508 1083974400000 0.279065987529375 0.279098455395017 0.132286401084444 0.0174996919118745 ""20040508"" ""Childs"" 129 221 ""BN"""
"10558 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040516"" 1120040516 1084665600000 NA NA NA NA ""20040516"" ""Childs"" 137 229 ""BN"""
"10559 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040524"" 1120040524 1085356800000 0.170704286021673 0.139220425715813 0.125905096103038 0.0158520932247153 ""20040524"" ""Childs"" 145 237 ""BN"""
"10560 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040601"" 1120040601 1.086048e+12 NA NA NA NA ""20040601"" ""Childs"" 153 245 ""BN"""
"10561 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040609"" 1120040609 1086739200000 0.375563629937458 0.416370868682861 0.173928058156083 0.0302509694139459 ""20040609"" ""Childs"" 161 253 ""BN"""
"10562 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040617"" 1120040617 1087430400000 NA NA NA NA ""20040617"" ""Childs"" 169 261 ""BN"""
"10563 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040625"" 1120040625 1088121600000 0.309410574887052 0.333941044630828 0.112174514920012 0.01258312179754 ""20040625"" ""Childs"" 177 269 ""BN"""
"10564 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040703"" 1120040703 1088812800000 NA NA NA NA ""20040703"" ""Childs"" 185 277 ""BN"""
"10565 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040305"" 1220040305 1078444800000 NA NA NA NA ""20040305"" ""Carter"" 65 157 ""BN"""
"10566 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040313"" 1220040313 1.079136e+12 0.866953876925938 0.872442054748535 0.046087979734216 0.00212410187598151 ""20040313"" ""Carter"" 73 165 ""BN"""
"10567 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040321"" 1220040321 1079827200000 NA NA NA NA ""20040321"" ""Carter"" 81 173 ""BN"""
"10568 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040329"" 1220040329 1080518400000 0.397283885238776 0.396408766508102 0.00840311186922107 7.06122890866441e-05 ""20040329"" ""Carter"" 89 181 ""BN"""
"10569 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040804"" 1120040804 1091577600000 NA NA NA NA ""20040804"" ""Childs"" 217 309 ""BN"""
"10570 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040812"" 1120040812 1092268800000 0.0158753994630752 0.00585377603684637 0.120619519382206 0.0145490684559945 ""20040812"" ""Childs"" 225 317 ""BN"""
"10571 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040820"" 1120040820 1.09296e+12 NA NA NA NA ""20040820"" ""Childs"" 233 325 ""BN"""
"10572 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040828"" 1120040828 1093651200000 -0.0301508504155786 -0.0449356766971382 0.106858705249445 0.0114187828875877 ""20040828"" ""Childs"" 241 333 ""BN"""
"10573 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040905"" 1120040905 1094342400000 NA NA NA NA ""20040905"" ""Childs"" 249 341 ""BN"""
"10574 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040913"" 1120040913 1095033600000 -0.0550344518911091 -0.072192234021646 0.0917786091771417 0.00842331310249052 ""20040913"" ""Childs"" 257 349 ""BN"""
"10575 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040921"" 1120040921 1095724800000 NA NA NA NA ""20040921"" ""Childs"" 265 357 ""BN"""
"10576 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040929"" 1120040929 1.096416e+12 -0.0669238438970911 -0.0837517506102236 0.0937009062982829 0.0087798598411196 ""20040929"" ""Childs"" 273 365 ""BN"""
"10577 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031211"" 1220031211 1071100800000 0.816672394523989 0.846732112765312 0.0818239530608843 0.0066951592945098 ""20031211"" ""VanNorden"" 345 71 ""BN"""
"10578 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031211"" 1120031211 1071100800000 0.797465838082467 0.800235729883699 0.0267763959279192 0.000716975378888687 ""20031211"" ""Childs"" 345 71 ""BN"""
"10579 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031219"" 1120031219 1.071792e+12 NA NA NA NA ""20031219"" ""Childs"" 353 79 ""BN"""
"10580 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031227"" 1120031227 1072483200000 NA NA NA NA ""20031227"" ""Childs"" 361 87 ""BN"""
"10581 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040101"" 1120040101 1072915200000 NA NA NA NA ""20040101"" ""Childs"" 1 93 ""BN"""
"10582 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040109"" 1120040109 1073606400000 NA NA NA NA ""20040109"" ""Childs"" 9 101 ""BN"""
"10583 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040117"" 1120040117 1074297600000 0.652838103504683 0.644197919676381 0.0547632093746837 0.00299900910101545 ""20040117"" ""Childs"" 17 109 ""BN"""
"10584 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040125"" 1120040125 1074988800000 NA NA NA NA ""20040125"" ""Childs"" 25 117 ""BN"""
"10585 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040210"" 1220040210 1076371200000 NA NA NA NA ""20040210"" ""VanNorden"" 41 133 ""BN"""
"10586 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040218"" 1220040218 1077062400000 0.723633492930552 0.740341514348984 0.048267909596294 0.00232979109679601 ""20040218"" ""VanNorden"" 49 141 ""BN"""
"10587 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040226"" 1220040226 1077753600000 NA NA NA NA ""20040226"" ""VanNorden"" 57 149 ""BN"""
"10588 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031227"" 1120031227 1072483200000 NA NA NA NA ""20031227"" ""Cow"" 361 87 ""BN"""
"10589 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040101"" 1120040101 1072915200000 NA NA NA NA ""20040101"" ""Cow"" 1 93 ""BN"""
"10590 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040109"" 1120040109 1073606400000 NA NA NA NA ""20040109"" ""Cow"" 9 101 ""BN"""
"10591 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040117"" 1120040117 1074297600000 0.839353951839132 0.85701847076416 0.0745577667290888 0.00555886057962922 ""20040117"" ""Cow"" 17 109 ""BN"""
"10592 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040125"" 1120040125 1074988800000 0.74822267534536 0.753326863050461 0.0289496296657443 0.000838081057783743 ""20040125"" ""Cow"" 25 117 ""BN"""
"10593 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040202"" 1120040202 1.07568e+12 NA NA NA NA ""20040202"" ""Cow"" 33 125 ""BN"""
"10594 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040210"" 1120040210 1076371200000 0.78229075232777 0.781518563628197 0.0267775920689209 0.000717039437009535 ""20040210"" ""Cow"" 41 133 ""BN"""
"10595 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040430"" 1220040430 1083283200000 NA NA NA NA ""20040430"" ""VanNorden"" 121 213 ""BN"""
"10596 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040508"" 1220040508 1083974400000 0.337723559750113 0.263704305887222 0.154503913328282 0.0238714592337534 ""20040508"" ""VanNorden"" 129 221 ""BN"""
"10597 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040516"" 1220040516 1084665600000 NA NA NA NA ""20040516"" ""VanNorden"" 137 229 ""BN"""
"10598 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040524"" 1220040524 1085356800000 -0.0715558764125293 -0.111786412199338 0.185988992843251 0.0345919054588469 ""20040524"" ""VanNorden"" 145 237 ""BN"""
"10599 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040321"" 1120040321 1079827200000 0.47866286897878 0.470566421747208 0.102095411101298 0.010423472967943 ""20040321"" ""Cow"" 81 173 ""BN"""
"10600 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040329"" 1120040329 1080518400000 0.7978606032669 0.808553814888 0.0478345442906189 0.00228814362749118 ""20040329"" ""Cow"" 89 181 ""BN"""
"10601 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040406"" 1120040406 1081209600000 0.869847801847195 0.887930631637573 0.0636103785330934 0.00404628025712343 ""20040406"" ""Cow"" 97 189 ""BN"""
"10602 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040414"" 1120040414 1081900800000 0.198863870233571 0.195796310901642 0.0320352114013945 0.00102625476953204 ""20040414"" ""Cow"" 105 197 ""BN"""
"10603 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040422"" 1120040422 1.082592e+12 0.790031802763633 0.798545479774475 0.0516269354453004 0.00266534046347321 ""20040422"" ""Cow"" 113 205 ""BN"""
"10604 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031008"" 1120031008 1065571200000 0.17360983075098 0.188807096332312 0.104023084932949 0.0108208021989675 ""20031008"" ""Carter"" 281 7 ""BN"""
"10605 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040508"" 1120040508 1083974400000 0.485867106962368 0.46713262796402 0.212161664327875 0.0450125718103738 ""20040508"" ""Cow"" 129 221 ""BN"""
"10606 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040516"" 1120040516 1084665600000 0.310548767857595 0.318564260005951 0.107988883923462 0.0116615990510349 ""20040516"" ""Cow"" 137 229 ""BN"""
"10607 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040524"" 1120040524 1085356800000 0.208673007136911 0.209374293684959 0.0778445030737489 0.0060597666587989 ""20040524"" ""Cow"" 145 237 ""BN"""
"10608 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040601"" 1120040601 1.086048e+12 0.236123057406977 0.234662711620331 0.070396827737358 0.00495571335548325 ""20040601"" ""Cow"" 153 245 ""BN"""
"10609 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040609"" 1120040609 1086739200000 0.332082682246462 0.334369659423828 0.0586233348365788 0.00343669538736163 ""20040609"" ""Cow"" 161 253 ""BN"""
"10610 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031125"" 1120031125 1069718400000 NA NA NA NA ""20031125"" ""Carter"" 329 55 ""BN"""
"10611 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031203"" 1120031203 1070409600000 NA NA NA NA ""20031203"" ""Carter"" 337 63 ""BN"""
"10612 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031211"" 1120031211 1071100800000 0.732397536288447 0.731621205806732 0.0435770767332046 0.0018989616166116 ""20031211"" ""Carter"" 345 71 ""BN"""
"10613 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031219"" 1120031219 1.071792e+12 NA NA NA NA ""20031219"" ""Carter"" 353 79 ""BN"""
"10614 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20031227"" 1120031227 1072483200000 NA NA NA NA ""20031227"" ""Carter"" 361 87 ""BN"""
"10615 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040101"" 1120040101 1072915200000 NA NA NA NA ""20040101"" ""Carter"" 1 93 ""BN"""
"10616 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040109"" 1120040109 1073606400000 NA NA NA NA ""20040109"" ""Carter"" 9 101 ""BN"""
"10617 2004 ""LANDSAT/LT5_L1T_8DAY_NDWI/20040117"" 1120040117 1074297600000 0.519069980996758 0.515499544143677 0.0473727031933961 0.0022441730078496 ""20040117"" ""Carter"" 17 109 ""BN"""
"10618 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031219"" 1220031219 1.071792e+12 NA NA NA NA ""20031219"" ""VanNorden"" 353 79 ""BN"""
"10619 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20031227"" 1220031227 1072483200000 0.679908228151306 0.67213524132967 0.0347871873268085 0.00121014840211047 ""20031227"" ""VanNorden"" 361 87 ""BN"""
"10620 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040101"" 1220040101 1072915200000 0.679908228151306 0.67213524132967 0.0347871873268085 0.00121014840211047 ""20040101"" ""VanNorden"" 1 93 ""BN"""
"10621 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040109"" 1220040109 1073606400000 NA NA NA NA ""20040109"" ""VanNorden"" 9 101 ""BN"""
"10622 2004 ""LANDSAT/LE7_L1T_8DAY_NDWI/20040117"" 1220040117 1074297600000 0.880364347601411 0.879345120805683 0.0210309148861626 0.000442299380949014 ""20040117"" ""VanNorden"" 17 109 ""BN"""
